x,y,z,h,lon,lat,keep
-434.5,-729.1,853.1810555555555,2.0,-97.50499331624168,38.4934419108235,0
-434.3,-729.1,852.8961444444446,2.0,-97.50499101782225,38.49344191092108,0
-434.1,-729.1,852.6112333333334,2.0,-97.50498871940282,38.49344191101861,0
-433.9,-729.1,852.3263222222222,2.0,-97.50498642098337,38.493441911116086,0
-433.7,-729.1,852.0414111111111,2.0,-97.50498412256393,38.49344191121351,0
-433.5,-729.1,851.7565,2.0,-97.5049818241445,38.49344191131091,0
-433.3,-729.1,851.4715888888887,2.0,-97.50497952572505,38.49344191140826,0
-433.1,-729.1,851.1866777777777,2.0,-97.50497722730562,38.49344191150556,0
-432.9,-729.1,850.9017666666666,2.0,-97.50497492888617,38.49344191160284,0
-432.7,-729.1,850.6168555555555,2.0,-97.50497263046672,38.49344191170004,0
-432.5,-729.1,850.3319444444444,2.0,-97.5049703320473,38.493441911797206,0
-432.3,-729.1,850.0470333333333,2.0,-97.50496803362786,38.49344191189433,0
-432.1,-729.1,849.7621222222222,2.0,-97.50496573520842,38.4934419119914,0
-431.9,-729.1,849.4846712883535,2.0,-97.50496343678898,38.49344191208844,0
-431.7,-729.1,849.2221422339842,2.0,-97.50496113836954,38.49344191218544,0
-431.5,-729.1,848.9596131796152,2.0,-97.50495883995009,38.493441912282385,0
-431.3,-729.1,848.6970841252459,2.0,-97.50495654153066,38.493441912379275,0
-431.1,-729.1,848.4345550708765,2.0,-97.50495424311121,38.49344191247614,0
-440.7,-728.9,850.7893666666664,2.0,-97.50506456737078,38.493443706702024,0
-440.5,-728.9,850.9144999999997,2.0,-97.50506226895128,38.493443706800974,0
-440.3,-728.9,851.0396333333331,2.0,-97.50505997053178,38.493443706899875,0
-440.1,-728.9,851.1647666666665,2.0,-97.50505767211229,38.49344370699878,0
-439.9,-728.9,851.2898999999998,2.0,-97.50505537369278,38.493443707097605,0
-439.7,-728.9,851.415033333333,2.0,-97.5050530752733,38.493443707196384,0
-439.5,-728.9,851.5401666666664,2.0,-97.50505077685379,38.493443707295135,0
-439.3,-728.9,851.6652999999997,2.0,-97.5050484784343,38.49344370739383,0
-439.1,-728.9,851.7904333333331,2.0,-97.5050461800148,38.49344370749248,0
-438.9,-728.9,851.9155666666665,2.0,-97.5050438815953,38.49344370759108,1
-438.7,-728.9,852.0406999999997,2.0,-97.50504158317581,38.49344370768965,1
-438.5,-728.9,852.1680653027499,2.0,-97.50503928475631,38.49344370778817,1
-438.3,-728.9,852.2980391816499,2.0,-97.50503698633682,38.49344370788664,1
-438.1,-728.9,852.4280130605499,2.0,-97.50503468791732,38.49344370798506,1
-437.9,-728.9,852.6824587247633,2.0,-97.50503238949783,38.493443708083454,1
-437.7,-728.9,853.0613761742904,2.0,-97.50503009107832,38.49344370818177,1
-437.5,-728.9,853.4402936238173,2.0,-97.50502779265882,38.49344370828006,1
-437.3,-728.9,853.8192110733441,2.0,-97.50502549423933,38.4934437083783,1
-437.1,-728.9,854.198128522871,2.0,-97.50502319581983,38.49344370847652,1
-436.9,-728.9,854.577045972398,2.0,-97.50502089740034,38.49344370857468,1
-436.7,-728.9,854.9559634219249,2.0,-97.50501859898084,38.49344370867279,1
-436.5,-728.9,855.3348808714518,2.0,-97.50501630056135,38.49344370877086,1
-436.3,-728.9,855.454077777778,2.0,-97.50501400214185,38.493443708868874,1
-436.1,-728.9,855.1883222222223,2.0,-97.50501170372235,38.49344370896686,1
-435.9,-728.9,854.9225666666666,2.0,-97.50500940530286,38.49344370906479,1
-435.7,-728.9,854.6568111111111,2.0,-97.50500710688335,38.493443709162676,1
-435.5,-728.9,854.3910555555555,2.0,-97.50500480846387,38.49344370926051,1
-435.3,-728.9,854.1253000000002,2.0,-97.50500251004436,38.49344370935832,1
-435.1,-728.9,853.8595444444446,2.0,-97.50500021162487,38.49344370945605,1
-434.9,-728.9,853.5937888888889,2.0,-97.50499791320537,38.49344370955378,0
-434.7,-728.9,853.3280333333333,2.0,-97.50499561478587,38.49344370965144,0
-434.5,-728.9,853.0622777777778,2.0,-97.50499331636638,38.493443709749045,0
-434.3,-728.9,852.7965222222224,2.0,-97.50499101794688,38.49344370984662,0
-434.1,-728.9,852.5307666666668,2.0,-97.50498871952739,38.49344370994415,0
-433.9,-728.9,852.2650111111111,2.0,-97.50498642110789,38.49344371004163,0
-433.7,-728.9,851.9992555555555,2.0,-97.5049841226884,38.49344371013908,0
-433.5,-728.9,851.7334999999999,2.0,-97.50498182426891,38.493443710236484,0
-433.3,-728.9,851.4677444444443,2.0,-97.5049795258494,38.49344371033381,0
-433.1,-728.9,851.2019888888889,2.0,-97.5049772274299,38.49344371043111,0
-432.9,-728.9,850.9362333333333,2.0,-97.5049749290104,38.49344371052838,0
-432.7,-728.9,850.6704777777777,2.0,-97.50497263059091,38.493443710625606,0
-432.5,-728.9,850.4047222222222,2.0,-97.50497033217141,38.49344371072278,0
-432.3,-728.9,850.1389666666664,2.0,-97.50496803375192,38.493443710819875,0
-432.1,-728.9,849.873211111111,2.0,-97.50496573533242,38.49344371091697,0
-431.9,-728.9,849.6202187503559,2.0,-97.50496343691292,38.49344371101399,0
-431.7,-728.9,849.3927553882625,2.0,-97.50496113849343,38.493443711110984,0
-431.5,-728.9,849.165292026169,2.0,-97.50495884007393,38.493443711207924,0
-431.3,-728.9,848.9378286640754,2.0,-97.50495654165444,38.49344371130482,0
-431.1,-728.9,848.7103653019819,2.0,-97.50495424323493,38.49344371140166,0
-440.7,-728.7,850.3980999999998,2.0,-97.50506456749726,38.49344550562757,0
-440.5,-728.7,850.5401666666664,2.0,-97.5050622690777,38.49344550572655,0
-440.3,-728.7,850.6822333333331,2.0,-97.50505997065815,38.49344550582545,0
-440.1,-728.7,850.8242999999999,2.0,-97.50505767223859,38.49344550592433,0
-439.9,-728.7,850.9663666666665,2.0,-97.50505537381903,38.49344550602315,0
-439.7,-728.7,851.1084333333331,2.0,-97.50505307539949,38.49344550612195,0
-439.5,-728.7,851.2504999999999,2.0,-97.50505077697993,38.493445506220674,0
-439.3,-728.7,851.3925666666664,2.0,-97.50504847856037,38.493445506319375,0
-439.1,-728.7,851.5346333333332,2.0,-97.50504618014082,38.49344550641803,0
-438.9,-728.7,851.6766999999999,2.0,-97.50504388172126,38.49344550651664,1
-438.7,-728.7,851.8187666666663,2.0,-97.5050415833017,38.493445506615195,1
-438.5,-728.7,851.8709835877405,2.0,-97.50503928488216,38.49344550671371,1
-438.3,-728.7,851.8181901526443,2.0,-97.5050369864626,38.493445506812186,1
-438.1,-728.7,851.7653967175481,2.0,-97.50503468804304,38.493445506910625,1
-437.9,-728.7,851.9565615888941,2.0,-97.5050323896235,38.493445507009,1
-437.7,-728.7,852.3916847666825,2.0,-97.50503009120393,38.49344550710734,1
-437.5,-728.7,852.8268079444709,2.0,-97.50502779278438,38.49344550720561,1
-437.3,-728.7,853.2619311222593,2.0,-97.50502549436483,38.493445507303875,1
-437.1,-728.7,853.6970543000476,2.0,-97.50502319594527,38.493445507402065,1
-436.9,-728.7,854.132177477836,2.0,-97.50502089752571,38.493445507500226,1
-436.7,-728.7,854.5673006556243,2.0,-97.50501859910617,38.49344550759834,1
-436.5,-728.7,855.0024238334126,2.0,-97.50501630068662,38.4934455076964,1
-436.3,-728.7,855.1629000000001,2.0,-97.50501400226706,38.49344550779444,1
-436.1,-728.7,854.9163000000001,2.0,-97.50501170384752,38.4934455078924,1
-435.9,-728.7,854.6697,2.0,-97.50500940542796,38.49344550799034,1
-435.7,-728.7,854.4231000000001,2.0,-97.50500710700841,38.49344550808822,1
-435.5,-728.7,854.1765,2.0,-97.50500480858885,38.493445508186056,1
-435.3,-728.7,853.9299000000001,2.0,-97.50500251016929,38.49344550828386,1
-435.1,-728.7,853.6832999999999,2.0,-97.50500021174975,38.49344550838162,1
-434.9,-728.7,853.4366999999999,2.0,-97.50499791333019,38.493445508479326,1
-434.7,-728.7,853.1900999999998,2.0,-97.50499561491063,38.49344550857698,1
-434.5,-728.7,852.9435,2.0,-97.50499331649108,38.49344550867461,1
-434.3,-728.7,852.6968999999999,2.0,-97.50499101807152,38.4934455087722,0
-434.1,-728.7,852.4503,2.0,-97.50498871965196,38.49344550886972,0
-433.9,-728.7,852.2036999999999,2.0,-97.50498642123242,38.4934455089672,0
-433.7,-728.7,851.9570999999999,2.0,-97.50498412281286,38.49344550906463,0
-433.5,-728.7,851.7104999999999,2.0,-97.5049818243933,38.49344550916203,0
-433.3,-728.7,851.4638999999997,2.0,-97.50497952597375,38.49344550925938,0
-433.1,-728.7,851.2172999999998,2.0,-97.50497722755419,38.493445509356654,0
-432.9,-728.7,850.9706999999999,2.0,-97.50497492913463,38.49344550945393,0
-432.7,-728.7,850.7240999999998,2.0,-97.50497263071509,38.49344550955115,0
-432.5,-728.7,850.4774999999998,2.0,-97.50497033229553,38.493445509648325,0
-432.3,-728.7,850.2308999999997,2.0,-97.50496803387598,38.49344550974542,0
-432.1,-728.7,849.9842999999997,2.0,-97.50496573545642,38.493445509842516,0
-431.9,-728.7,849.755766212358,2.0,-97.50496343703688,38.49344550993956,0
-431.7,-728.7,849.5633685425403,2.0,-97.50496113861732,38.49344551003655,0
-431.5,-728.7,849.3709708727225,2.0,-97.50495884019777,38.4934455101335,0
